Student ID	Cumulative GPA	Total Course Credits	           Course-1 Credits	Course-1 Score	           Course-2 Credits	Course-2 Score	           Course-3 Credits	Course-3 Score	           Course-4 Credits	Course-4 Score
45900040	3.02	21	3	4.0	4	3.0	2	1.0	2	1.0
78724705	2.49	21	2	4.0	4	4.0	3	1.0	2	1.0
52887229	3.90	33	3	3.0	2	3.0	4	1.0	4	1.0
71929267	3.17	80	2	1.0	4	2.0	4	4.0	4	2.0
78210445	3.61	32	2	4.0	4	1.0	2	3.0	4	4.0
43434553	1.86	29	2	2.0	3	2.0	3	1.0	2	3.0
54395466	2.90	40	3	2.0	4	2.0	4	3.0	3	4.0
26347672	3.07	63	3	3.0	4	2.0	3	4.0	2	4.0
93396704	1.87	78	4	2.0	3	3.0	3	2.0	4	2.0
57178052	2.36	24	3	2.0	4	2.0	4	1.0	4	3.0
66044104	3.77	72	2	4.0	3	1.0	2	1.0	4	3.0
68086581	3.01	42	4	2.0	4	2.0	3	3.0	2	2.0
39028429	3.19	48	2	2.0	2	2.0	2	3.0	4	2.0
75740121	3.50	33	3	3.0	2	2.0	4	4.0	4	4.0
49695915	2.38	32	2	1.0	3	2.0	2	3.0	2	3.0
14329963	2.60	88	2	1.0	4	2.0	2	4.0	3	3.0
37704958	3.23	73	2	4.0	4	2.0	3	4.0	3	1.0
85645171	3.31	52	4	4.0	2	4.0	3	3.0	4	3.0
13334823	3.63	55	4	2.0	4	1.0	2	3.0	2	1.0
61408086	3.25	41	4	2.0	3	2.0	4	4.0	4	1.0
24923316	2.65	86	4	3.0	4	2.0	3	3.0	2	4.0
84182420	2.21	44	2	2.0	2	1.0	3	1.0	4	2.0
27346654	3.37	35	4	3.0	4	2.0	3	3.0	4	3.0
82748200	3.15	47	2	2.0	2	3.0	4	2.0	2	2.0
95811591	2.39	87	3	4.0	2	4.0	4	1.0	3	1.0
99746660	3.89	64	3	1.0	2	4.0	3	3.0	2	2.0
17468963	3.09	39	4	3.0	2	2.0	2	3.0	2	2.0
56180658	2.32	68	3	4.0	3	3.0	2	4.0	4	3.0
37586185	2.08	46	2	4.0	4	2.0	4	2.0	2	2.0
89101333	3.99	34	4	1.0	3	3.0	3	3.0	3	3.0
42314787	3.10	25	2	4.0	3	1.0	3	1.0	2	4.0
55149684	3.50	33	2	2.0	2	3.0	4	4.0	2	4.0
98710591	1.88	19	2	1.0	2	4.0	3	3.0	2	1.0
33270836	2.98	31	3	2.0	2	3.0	2	3.0	3	1.0
10226568	3.12	66	3	2.0	3	4.0	3	4.0	3	2.0
32120927	3.98	54	3	2.0	3	2.0	2	4.0	2	3.0
88653220	3.05	32	3	2.0	4	3.0	3	3.0	4	1.0
36518717	2.22	55	4	3.0	3	4.0	4	1.0	4	3.0
22973174	2.46	73	3	3.0	2	4.0	2	1.0	4	4.0
43687752	2.35	16	2	2.0	3	3.0	3	4.0	3	2.0
57606270	3.17	72	2	3.0	2	4.0	3	3.0	2	4.0
12765691	3.30	52	4	4.0	4	4.0	4	4.0	4	1.0
39265334	1.99	63	2	2.0	2	3.0	3	3.0	2	3.0
55500002	2.09	79	2	3.0	4	2.0	2	2.0	2	3.0
20551158	2.05	35	2	4.0	4	3.0	2	4.0	2	3.0
12189101	3.60	65	2	3.0	3	2.0	3	4.0	3	4.0
97565458	3.49	59	4	4.0	2	3.0	3	3.0	4	3.0
36301673	3.26	29	3	3.0	3	3.0	4	1.0	4	3.0
39226418	3.72	65	2	2.0	2	2.0	4	4.0	2	4.0
38620122	3.65	24	3	1.0	3	2.0	2	1.0	3	1.0
40879493	3.14	25	2	4.0	3	1.0	4	2.0	2	1.0
51246952	3.00	88	2	4.0	4	3.0	4	1.0	2	1.0
18484145	2.84	70	2	3.0	4	1.0	4	2.0	4	1.0
22229997	2.66	21	4	1.0	3	3.0	2	3.0	2	3.0
73847756	3.71	79	2	1.0	2	1.0	4	2.0	3	4.0
80453928	3.26	67	2	4.0	4	4.0	3	4.0	4	4.0
74585266	3.85	46	2	3.0	2	3.0	2	1.0	2	1.0
46563300	2.20	57	3	3.0	3	3.0	3	1.0	2	3.0
98322380	2.31	39	4	2.0	4	3.0	2	2.0	2	3.0
27862415	2.82	48	3	1.0	3	3.0	3	1.0	4	2.0
20338636	3.65	21	3	4.0	2	3.0	4	4.0	4	2.0
88887656	2.86	70	4	2.0	4	1.0	2	1.0	4	3.0
65310753	2.23	55	4	2.0	4	2.0	2	3.0	2	1.0
22496162	3.28	65	4	4.0	2	4.0	4	4.0	3	3.0
77741478	3.83	54	3	4.0	3	3.0	3	1.0	3	3.0
33448025	2.51	55	2	3.0	3	3.0	3	2.0	3	2.0
14420187	3.69	53	3	2.0	2	1.0	2	3.0	4	1.0
35702741	3.56	42	4	3.0	4	1.0	4	1.0	2	1.0
57835626	2.80	31	3	1.0	2	4.0	2	2.0	4	4.0
94578735	3.73	31	2	2.0	3	3.0	4	1.0	2	4.0
84904972	3.71	89	3	2.0	2	4.0	4	1.0	4	1.0
94065212	1.87	47	2	3.0	3	3.0	4	3.0	4	2.0
66205809	3.62	58	4	1.0	4	3.0	3	1.0	4	4.0
57502069	3.66	37	2	2.0	4	2.0	4	4.0	3	1.0
60647358	3.60	58	2	3.0	3	1.0	2	3.0	3	3.0
38923045	1.84	36	2	1.0	3	4.0	4	2.0	4	3.0
88456717	2.19	51	4	2.0	2	4.0	4	2.0	3	1.0
18584452	2.90	62	4	1.0	4	4.0	3	1.0	2	4.0
44702205	3.12	61	3	4.0	3	4.0	3	4.0	3	3.0
38319572	3.63	47	3	2.0	2	4.0	4	1.0	4	3.0
25465268	3.79	37	2	4.0	2	2.0	3	1.0	3	1.0
42413555	2.80	18	3	2.0	2	1.0	3	3.0	4	2.0
22365295	3.15	29	2	3.0	3	1.0	3	3.0	3	4.0
99014412	2.17	37	4	4.0	4	1.0	4	4.0	3	2.0
58837931	2.46	23	3	3.0	4	1.0	4	2.0	2	3.0
57386595	2.32	67	3	1.0	2	3.0	2	1.0	2	4.0
87527217	3.83	17	3	4.0	4	2.0	4	1.0	3	1.0
13545835	3.91	47	3	3.0	4	2.0	3	2.0	2	3.0
99948913	2.50	40	4	1.0	4	4.0	4	4.0	3	1.0
46225838	3.88	57	3	2.0	4	1.0	4	2.0	2	2.0
18224702	1.94	68	3	3.0	4	3.0	3	2.0	3	4.0
55425815	2.36	61	2	4.0	4	4.0	3	1.0	4	1.0
87204530	2.82	81	2	4.0	2	4.0	3	2.0	4	2.0
33201863	3.73	46	3	1.0	2	4.0	3	4.0	2	2.0
16392187	2.15	45	2	2.0	2	3.0	3	1.0	2	1.0
77050007	2.81	61	2	4.0	3	4.0	2	2.0	3	3.0
70148641	2.76	58	3	2.0	4	3.0	2	3.0	2	4.0
49706031	3.31	73	4	3.0	2	2.0	2	4.0	4	3.0
71619176	3.65	63	4	3.0	3	1.0	4	3.0	3	2.0
47406936	2.45	28	2	2.0	4	4.0	2	4.0	3	2.0
75746853	3.33	22	3	3.0	4	2.0	3	4.0	4	1.0
78719833	3.77	25	2	1.0	2	2.0	2	4.0	2	2.0
60298506	2.46	51	3	1.0	3	1.0	2	2.0	4	4.0
63107435	3.09	54	3	3.0	4	3.0	2	4.0	4	2.0
84922645	2.50	75	4	3.0	2	4.0	3	1.0	4	2.0
80058649	2.51	22	3	2.0	4	3.0	2	1.0	2	1.0
94466963	2.04	27	4	3.0	3	1.0	4	1.0	4	4.0
41991531	2.98	70	4	1.0	4	1.0	4	1.0	3	1.0
12463365	2.58	65	3	4.0	3	2.0	4	1.0	2	4.0
35172353	3.69	90	2	2.0	2	4.0	4	3.0	2	4.0
97139376	1.99	74	4	3.0	3	1.0	4	2.0	4	2.0
72080950	3.06	66	2	2.0	3	4.0	2	1.0	4	1.0
19232103	2.25	84	4	2.0	4	2.0	4	1.0	4	4.0
15522624	2.77	19	2	3.0	3	1.0	3	1.0	3	3.0
33383285	1.83	20	2	2.0	3	1.0	2	1.0	4	2.0
17809736	3.78	61	2	1.0	4	4.0	2	1.0	2	3.0
81978954	1.95	74	2	2.0	3	3.0	3	4.0	4	3.0
39797407	3.23	33	2	2.0	2	4.0	2	3.0	3	4.0
46501932	3.94	71	2	3.0	2	1.0	3	4.0	4	1.0
24689413	2.60	84	2	4.0	2	4.0	4	3.0	3	2.0
46776069	2.69	33	4	4.0	3	4.0	2	3.0	3	4.0
68288912	3.99	33	2	1.0	4	4.0	4	2.0	4	4.0
56858423	2.74	83	4	1.0	4	4.0	2	4.0	3	1.0
57994034	2.14	33	3	1.0	3	1.0	2	2.0	4	2.0
17835581	3.76	89	4	4.0	3	3.0	4	2.0	4	1.0
46783393	2.52	79	4	2.0	3	2.0	3	4.0	3	3.0
95893047	3.36	49	2	3.0	3	2.0	4	4.0	2	3.0
53997299	3.66	65	3	1.0	4	2.0	3	3.0	2	3.0
78435203	3.53	62	2	4.0	4	2.0	4	1.0	3	2.0
93910939	1.98	31	4	4.0	2	2.0	2	2.0	4	2.0
39369616	3.98	68	3	2.0	4	4.0	4	2.0	3	2.0
34787993	2.18	17	2	4.0	3	1.0	4	2.0	4	3.0
74315920	2.17	65	3	3.0	3	4.0	2	1.0	2	2.0
90038904	3.54	58	4	3.0	2	4.0	2	4.0	2	3.0
13664674	2.91	81	4	4.0	2	2.0	2	4.0	3	2.0
92412617	3.00	90	3	2.0	2	2.0	4	4.0	3	1.0
71694282	2.93	41	4	3.0	3	3.0	2	1.0	3	4.0
64165447	2.00	35	4	1.0	4	2.0	3	4.0	4	4.0
15705162	2.33	52	4	3.0	4	2.0	3	3.0	3	2.0
26732966	3.02	22	3	3.0	3	3.0	2	2.0	3	1.0
87747661	1.84	49	4	1.0	2	3.0	2	4.0	4	2.0
52168030	2.77	25	4	2.0	3	4.0	2	2.0	3	4.0
31210030	2.48	43	3	3.0	4	3.0	2	2.0	2	3.0
99378054	1.94	32	2	1.0	4	1.0	2	2.0	4	1.0
22536415	1.95	20	2	3.0	2	1.0	4	4.0	3	4.0
23176976	2.41	52	3	4.0	4	2.0	4	3.0	2	1.0
83742100	1.93	50	3	3.0	4	1.0	4	3.0	2	3.0
13372576	3.53	16	3	2.0	4	1.0	2	4.0	3	1.0
82568233	3.17	59	2	2.0	3	1.0	3	4.0	2	3.0
73625277	3.49	82	3	3.0	2	3.0	3	1.0	3	2.0
73099708	2.32	83	4	2.0	2	1.0	2	1.0	3	4.0
24730545	3.86	43	4	1.0	2	3.0	4	4.0	2	3.0
89130611	3.14	26	3	4.0	3	4.0	4	2.0	3	4.0
40378058	3.48	86	2	1.0	2	4.0	2	4.0	3	4.0
83325847	3.80	84	4	1.0	3	1.0	2	3.0	3	2.0
21437161	3.04	59	3	1.0	2	3.0	3	2.0	2	3.0
43199317	3.88	23	3	4.0	4	3.0	2	3.0	2	2.0
50225620	1.85	25	3	1.0	4	3.0	2	2.0	3	3.0
72257635	2.82	44	4	4.0	3	2.0	2	2.0	4	4.0
23886031	3.24	35	2	2.0	3	3.0	2	1.0	4	1.0
16994957	3.18	22	2	1.0	3	3.0	2	1.0	4	3.0
37385933	2.48	59	2	3.0	2	4.0	4	4.0	4	1.0
13157320	3.94	84	3	3.0	2	4.0	3	1.0	4	3.0
52946900	2.50	37	4	2.0	4	1.0	2	3.0	3	3.0
11010472	3.99	78	4	4.0	3	3.0	3	2.0	4	2.0
21518909	1.97	29	3	4.0	4	4.0	4	2.0	4	3.0
84151566	2.34	80	3	4.0	2	4.0	2	2.0	4	4.0
99574256	3.06	90	4	4.0	4	1.0	4	3.0	2	4.0
21455444	3.46	58	4	2.0	2	1.0	4	2.0	3	3.0
37785576	3.28	74	3	4.0	4	3.0	2	2.0	2	4.0
68617042	3.77	27	4	4.0	4	4.0	3	2.0	3	1.0
11540498	2.01	61	4	4.0	2	4.0	2	1.0	3	1.0
78594070	2.31	46	3	2.0	2	2.0	2	3.0	2	1.0
41088653	3.83	31	3	1.0	3	3.0	4	3.0	3	2.0
33016315	3.47	42	4	4.0	4	3.0	2	1.0	2	2.0
39740647	2.67	33	3	2.0	4	4.0	2	4.0	2	3.0
47554177	3.84	87	4	4.0	4	3.0	4	4.0	2	3.0
66256028	2.69	19	3	1.0	3	4.0	2	1.0	3	3.0
93504998	2.93	18	4	4.0	3	1.0	3	2.0	4	4.0
68396354	3.59	43	2	2.0	4	2.0	3	3.0	4	1.0
12445503	2.23	21	4	2.0	2	3.0	3	3.0	2	3.0
23018244	2.10	20	3	4.0	2	1.0	4	2.0	2	4.0
91114246	2.66	31	2	1.0	3	1.0	2	1.0	2	2.0
64754558	3.23	77	2	2.0	4	1.0	3	4.0	2	2.0
25123795	3.43	16	4	2.0	4	4.0	2	4.0	4	1.0
47447485	3.38	36	3	4.0	2	1.0	3	4.0	2	2.0
95374651	3.13	64	2	4.0	4	1.0	3	4.0	4	4.0
47081277	3.31	66	2	1.0	2	1.0	3	3.0	4	2.0
58006893	3.67	27	2	2.0	4	2.0	4	1.0	4	2.0
46595546	2.49	89	3	4.0	3	2.0	3	4.0	2	1.0
62350223	3.64	17	2	1.0	2	4.0	3	3.0	4	3.0
11440377	3.20	69	4	2.0	3	4.0	4	1.0	2	4.0
21672889	2.37	27	3	4.0	4	4.0	2	2.0	2	1.0
51556915	2.62	35	2	1.0	3	2.0	3	3.0	2	4.0
59086729	2.81	60	3	2.0	4	1.0	3	1.0	4	4.0
57739717	2.73	73	4	3.0	3	1.0	2	4.0	4	1.0
20980847	3.46	44	2	2.0	3	3.0	2	2.0	4	1.0
43566062	2.60	29	2	3.0	4	1.0	3	1.0	3	2.0
66953333	3.09	74	3	1.0	4	4.0	3	1.0	4	1.0
78227303	2.90	60	4	3.0	3	1.0	3	1.0	3	4.0
33920854	2.97	21	4	1.0	3	1.0	2	3.0	4	1.0
21429003	3.65	73	3	2.0	2	1.0	4	2.0	2	3.0
89888681	3.32	32	3	3.0	2	2.0	4	2.0	2	2.0
58213287	1.82	42	4	1.0	4	3.0	3	4.0	4	1.0
66084188	3.83	58	3	3.0	4	4.0	4	4.0	2	1.0
99109244	1.86	85	4	2.0	3	4.0	4	3.0	2	2.0
48274157	2.75	26	3	3.0	2	3.0	2	4.0	4	2.0
74514152	2.67	30	2	2.0	3	1.0	2	3.0	2	4.0
24705391	3.84	52	4	2.0	3	3.0	2	4.0	3	1.0
78012608	2.88	63	4	3.0	4	3.0	2	4.0	3	1.0
80009499	1.82	76	3	3.0	3	3.0	4	4.0	4	3.0
77925241	2.74	88	3	1.0	3	4.0	3	4.0	4	3.0
59435586	2.43	89	4	3.0	3	4.0	2	2.0	4	2.0
36060605	3.39	18	3	1.0	3	4.0	4	2.0	4	4.0
18912226	3.25	77	2	4.0	4	1.0	4	2.0	3	3.0
67957084	2.19	34	3	4.0	4	2.0	3	1.0	2	4.0
61294781	3.55	47	4	2.0	4	2.0	4	2.0	3	2.0
89901073	3.39	89	2	2.0	3	2.0	4	2.0	4	1.0
94725568	3.24	70	3	4.0	4	2.0	3	3.0	2	3.0
20405928	2.33	45	4	2.0	4	2.0	3	3.0	2	1.0
34197643	3.63	53	4	4.0	3	3.0	4	4.0	4	4.0
75258594	3.01	42	3	3.0	3	3.0	2	4.0	4	4.0
74466567	2.05	57	2	1.0	2	1.0	3	3.0	3	4.0
98451030	3.11	26	3	2.0	4	1.0	3	4.0	2	3.0
47870612	2.71	55	2	1.0	3	1.0	2	3.0	3	4.0
42317268	4.00	88	4	2.0	3	1.0	3	1.0	3	4.0
15579190	3.31	87	2	4.0	3	1.0	2	2.0	3	2.0
48228811	3.55	70	2	4.0	2	1.0	4	4.0	4	2.0
45149228	3.73	53	2	1.0	2	3.0	4	4.0	2	1.0
20625890	3.77	45	2	1.0	3	1.0	4	4.0	4	3.0
29809611	3.99	71	4	4.0	4	2.0	3	4.0	3	2.0
66749990	3.19	40	4	2.0	4	4.0	2	2.0	3	3.0
16789486	2.40	20	2	4.0	2	4.0	4	3.0	2	3.0
19095111	3.81	33	2	2.0	3	1.0	4	4.0	4	1.0
43468437	3.79	20	3	3.0	4	2.0	3	3.0	4	3.0
37787276	2.85	20	4	4.0	2	2.0	2	4.0	2	2.0
99013993	2.80	30	3	4.0	2	1.0	2	3.0	2	2.0
37630963	2.55	88	4	2.0	2	4.0	3	1.0	4	1.0
61960860	1.88	72	2	4.0	4	4.0	4	1.0	2	4.0
56559385	3.12	89	3	1.0	3	1.0	4	1.0	2	2.0
68325020	2.03	79	4	2.0	2	1.0	4	4.0	4	1.0
21143159	3.56	70	4	4.0	4	4.0	4	1.0	4	1.0
25352531	2.07	52	4	2.0	2	2.0	2	3.0	2	4.0
88546976	3.65	51	4	3.0	2	3.0	4	1.0	2	2.0
11066867	3.87	79	2	3.0	3	3.0	2	1.0	4	3.0
99680914	3.32	84	3	3.0	4	1.0	3	2.0	3	2.0
13373734	3.37	19	3	4.0	3	3.0	3	2.0	3	4.0
97322656	3.69	65	3	3.0	2	3.0	2	4.0	4	3.0
80706910	3.79	82	4	4.0	3	3.0	2	2.0	3	2.0
89231154	3.18	42	2	3.0	2	3.0	4	1.0	4	4.0
53641753	2.59	37	4	4.0	4	4.0	2	3.0	3	2.0
66519667	2.72	70	2	3.0	4	2.0	2	4.0	4	4.0
52990381	3.18	39	3	2.0	2	3.0	3	3.0	2	1.0
60517746	3.27	64	4	1.0	4	4.0	4	4.0	4	1.0
67068704	2.94	83	3	3.0	4	2.0	3	2.0	4	3.0
77287471	2.55	23	2	3.0	4	1.0	4	4.0	4	2.0
84113921	3.83	37	2	4.0	2	2.0	4	4.0	2	1.0
50451931	3.44	58	2	1.0	2	4.0	2	2.0	2	1.0
32106283	2.25	39	3	2.0	4	1.0	3	1.0	2	4.0
98498905	3.46	15	3	3.0	2	4.0	4	1.0	3	3.0
51508252	2.57	23	3	1.0	4	3.0	3	1.0	4	2.0
77949746	3.71	45	3	3.0	2	1.0	4	1.0	4	3.0
75199382	2.53	73	4	4.0	4	3.0	3	1.0	4	3.0
57821438	2.98	56	2	2.0	3	1.0	2	1.0	3	1.0
75445051	2.41	71	2	4.0	2	4.0	2	2.0	2	4.0
42733690	2.77	36	4	1.0	3	3.0	2	1.0	2	1.0
62880592	3.86	65	3	1.0	4	3.0	3	1.0	2	2.0
29901790	1.86	79	4	3.0	2	1.0	3	1.0	4	2.0
87082753	1.86	20	2	4.0	3	2.0	4	3.0	2	2.0
13054427	2.67	65	2	3.0	2	4.0	3	4.0	3	1.0
64151804	3.67	70	4	4.0	2	4.0	3	1.0	2	4.0
17290873	2.07	85	3	4.0	2	4.0	4	2.0	3	2.0
55302684	2.96	45	3	1.0	2	1.0	2	2.0	3	1.0
58757628	3.78	54	2	1.0	2	3.0	3	4.0	2	2.0
53270183	2.10	28	2	2.0	2	1.0	3	1.0	3	3.0
49853996	3.82	74	4	3.0	2	1.0	4	3.0	4	1.0
12233928	2.38	57	4	1.0	3	3.0	2	1.0	2	2.0
71183306	3.95	28	4	3.0	4	2.0	3	4.0	4	3.0
78902877	2.53	26	4	4.0	3	3.0	2	4.0	3	4.0
15102068	3.80	37	2	4.0	4	2.0	3	4.0	3	4.0
52450250	3.86	28	3	4.0	2	3.0	4	4.0	2	4.0
41941611	3.46	52	2	3.0	4	3.0	3	3.0	3	1.0
97339102	2.08	37	2	2.0	2	3.0	3	2.0	3	1.0
89813212	3.89	40	3	1.0	3	1.0	2	3.0	4	2.0
35146184	3.78	69	3	2.0	3	3.0	4	2.0	2	4.0
66523314	3.36	82	2	4.0	3	3.0	3	2.0	3	4.0
42809999	2.95	76	2	2.0	4	2.0	4	2.0	3	1.0
68466885	3.50	65	2	2.0	4	1.0	2	2.0	4	1.0
12062629	2.49	25	3	1.0	4	2.0	3	3.0	3	4.0
50927739	3.35	23	2	2.0	4	1.0	2	3.0	4	4.0
64066627	3.74	58	4	2.0	3	1.0	4	1.0	2	4.0
46648353	1.88	65	2	4.0	2	4.0	3	2.0	2	4.0
10977490	3.24	15	3	4.0	3	4.0	4	1.0	3	4.0
93194214	3.72	47	3	2.0	3	1.0	3	1.0	3	1.0
94452734	3.55	86	3	2.0	2	4.0	4	1.0	2	3.0
92394443	2.44	83	2	4.0	3	4.0	2	1.0	2	3.0
89113530	3.56	77	3	2.0	2	3.0	3	3.0	4	4.0
98964258	3.11	17	4	1.0	4	1.0	2	1.0	4	3.0
85362945	3.69	50	4	4.0	4	4.0	2	3.0	4	4.0
66792458	2.13	28	3	4.0	3	2.0	4	3.0	2	4.0
29746098	2.98	16	4	2.0	4	3.0	4	1.0	3	1.0
16778539	2.20	28	4	1.0	4	2.0	2	3.0	3	3.0
17872746	2.35	87	2	4.0	4	2.0	2	2.0	2	1.0
46020052	1.87	16	4	4.0	4	3.0	2	3.0	3	1.0
31674977	2.56	27	2	3.0	2	3.0	3	3.0	3	3.0
18948928	2.41	38	3	1.0	3	4.0	2	2.0	4	3.0
98509024	3.10	81	3	1.0	2	2.0	4	2.0	2	4.0
61883732	2.34	42	2	4.0	4	2.0	2	4.0	3	2.0
98023509	1.89	68	2	4.0	4	1.0	3	3.0	3	2.0
78261341	1.97	90	2	2.0	2	2.0	4	4.0	4	1.0
78386590	1.83	30	4	3.0	2	1.0	2	3.0	2	3.0
40208410	2.53	46	3	4.0	2	1.0	4	1.0	3	1.0
89271950	3.19	82	3	4.0	3	2.0	3	3.0	2	3.0
33988294	2.46	82	2	2.0	2	1.0	2	2.0	3	3.0
19454459	3.88	32	2	2.0	2	3.0	4	2.0	4	3.0
14762325	3.00	49	4	2.0	3	4.0	4	3.0	4	2.0
88224531	3.66	47	4	4.0	2	4.0	4	1.0	4	2.0
35295092	2.88	66	2	1.0	3	4.0	2	3.0	3	2.0
82491871	3.90	56	4	4.0	2	3.0	4	4.0	3	4.0
12455252	1.89	79	2	4.0	4	4.0	3	1.0	4	4.0
87766184	3.34	37	4	4.0	2	3.0	2	4.0	3	2.0
63664988	1.89	28	3	2.0	4	3.0	3	1.0	4	3.0
87216619	3.48	61	2	1.0	4	1.0	3	4.0	2	1.0
82526213	2.23	27	3	1.0	2	3.0	4	1.0	4	4.0
14719160	1.93	71	4	4.0	2	1.0	3	4.0	4	3.0
73333469	2.46	33	3	2.0	4	3.0	3	4.0	4	4.0
30783621	3.18	32	3	2.0	2	3.0	4	3.0	4	2.0
74624233	3.52	81	3	2.0	2	2.0	4	4.0	4	1.0
19723704	3.57	62	4	1.0	4	2.0	3	2.0	4	3.0
52759110	3.51	18	2	3.0	4	1.0	2	1.0	4	3.0
28269409	3.79	73	3	4.0	3	4.0	2	4.0	2	1.0
25694808	3.26	16	2	1.0	2	4.0	4	1.0	2	3.0
21785985	2.12	16	4	3.0	4	2.0	4	1.0	4	1.0
32164753	2.51	71	3	3.0	4	1.0	3	1.0	2	4.0
32153931	1.80	37	2	1.0	4	2.0	4	2.0	2	3.0
18596659	3.00	77	3	4.0	2	4.0	2	3.0	2	4.0
26092531	3.79	33	2	1.0	3	3.0	2	3.0	2	3.0
38013947	3.07	89	2	2.0	3	4.0	2	2.0	3	2.0
92986045	3.65	66	3	3.0	2	4.0	4	1.0	2	3.0
42789470	2.40	24	2	1.0	4	1.0	3	3.0	4	3.0
26311752	3.86	52	4	2.0	2	4.0	2	4.0	4	2.0
93798201	1.81	80	3	3.0	4	1.0	2	2.0	2	1.0
63885361	3.10	68	2	1.0	3	3.0	3	4.0	2	4.0
53906045	3.69	29	4	1.0	4	4.0	3	3.0	4	3.0
58056708	1.89	79	4	1.0	2	4.0	2	1.0	2	4.0
49742526	3.34	82	2	1.0	4	3.0	4	4.0	4	3.0
91698645	2.98	24	4	3.0	3	3.0	2	1.0	4	1.0
66890813	1.84	83	2	1.0	2	4.0	2	1.0	2	3.0
37113690	2.06	62	2	2.0	2	4.0	4	4.0	2	2.0
51898721	2.84	24	2	1.0	3	3.0	3	3.0	4	4.0
44875994	3.86	86	2	3.0	4	4.0	4	4.0	4	3.0
42056693	1.84	37	2	3.0	3	3.0	2	4.0	3	3.0
60687814	3.91	39	2	4.0	4	4.0	3	2.0	2	3.0
91243089	3.20	16	2	4.0	2	4.0	2	2.0	4	1.0
90607726	3.92	67	2	2.0	4	1.0	3	2.0	2	1.0
80183334	2.69	37	4	4.0	2	1.0	2	2.0	3	1.0
40486192	1.84	33	2	3.0	3	2.0	2	1.0	2	3.0
94361771	2.83	54	4	1.0	2	3.0	3	1.0	2	1.0
35973060	2.08	42	4	3.0	4	3.0	4	2.0	3	3.0
58964974	2.82	85	4	1.0	3	2.0	4	2.0	3	4.0
45158258	2.31	40	3	2.0	2	3.0	2	4.0	2	3.0
64111386	3.21	32	3	1.0	3	1.0	4	2.0	3	1.0
16343193	3.11	62	4	1.0	3	1.0	2	2.0	4	4.0
63781248	2.44	49	4	4.0	3	4.0	2	2.0	3	4.0
11383533	2.54	34	2	1.0	4	3.0	2	4.0	2	4.0
41584816	3.22	29	2	1.0	3	3.0	2	2.0	3	1.0
85535016	2.78	89	2	1.0	4	4.0	3	1.0	3	2.0
92722525	2.92	64	2	2.0	3	2.0	2	2.0	4	1.0
10858048	2.37	46	2	4.0	4	4.0	2	3.0	2	3.0
60251198	3.80	64	4	3.0	2	2.0	3	2.0	2	1.0
81195129	2.84	86	3	3.0	2	1.0	4	2.0	2	4.0
46211148	3.57	56	2	4.0	2	1.0	4	2.0	3	1.0
51394608	2.15	29	4	4.0	2	4.0	2	1.0	4	2.0
54146955	2.42	59	4	2.0	2	1.0	3	2.0	4	1.0
56398757	3.93	36	4	4.0	4	2.0	2	2.0	3	4.0
69685656	2.51	41	4	2.0	3	3.0	4	4.0	2	4.0
63966648	3.96	70	4	4.0	4	2.0	3	1.0	2	2.0
67973204	3.06	17	3	2.0	3	4.0	3	2.0	2	2.0
13534600	2.99	61	2	1.0	3	4.0	4	3.0	3	2.0
59103830	3.06	81	2	4.0	4	4.0	3	1.0	2	2.0
93796074	3.42	80	3	2.0	3	2.0	4	2.0	2	2.0
34927514	2.91	75	2	2.0	3	2.0	4	4.0	2	4.0
99374420	2.92	43	4	4.0	3	3.0	2	3.0	2	3.0
12725660	3.77	25	2	2.0	3	2.0	2	1.0	2	4.0
31940578	2.82	61	2	2.0	4	1.0	3	4.0	2	4.0
26122258	2.52	28	4	2.0	3	2.0	4	2.0	2	4.0
48775134	3.98	32	3	1.0	2	2.0	4	1.0	2	1.0
96026449	2.22	40	2	2.0	4	3.0	4	1.0	4	3.0
76164350	3.31	25	2	4.0	4	1.0	2	3.0	3	1.0
11768794	2.22	18	4	2.0	4	4.0	2	2.0	3	3.0
74150147	3.96	30	3	3.0	4	2.0	3	4.0	2	1.0
28594628	2.11	88	2	4.0	2	3.0	2	3.0	3	2.0
22651864	3.50	57	4	2.0	3	4.0	2	4.0	4	3.0
94452663	3.77	76	3	4.0	2	2.0	4	3.0	2	2.0
33492620	3.84	55	4	3.0	4	2.0	3	1.0	3	4.0
34837038	3.03	16	3	4.0	2	3.0	3	3.0	4	4.0
71335022	2.41	44	3	2.0	3	4.0	4	2.0	3	3.0
19662867	3.88	67	3	1.0	2	3.0	4	2.0	3	3.0
24934100	2.19	67	3	4.0	2	1.0	2	2.0	2	2.0
18257825	3.05	24	3	1.0	4	1.0	4	3.0	3	4.0
98481621	2.27	48	2	4.0	3	2.0	2	1.0	4	1.0
21030182	2.04	21	3	2.0	4	4.0	4	1.0	4	3.0
46221930	3.71	59	4	3.0	3	2.0	2	3.0	4	2.0
43043953	2.41	38	4	3.0	3	3.0	3	4.0	3	4.0
32629280	3.71	51	2	2.0	3	2.0	4	1.0	3	1.0
53134788	3.05	50	2	2.0	4	4.0	2	1.0	3	4.0
99991765	2.38	53	3	1.0	4	3.0	2	2.0	4	3.0
96992281	2.23	83	4	4.0	2	2.0	3	4.0	2	2.0
25331813	3.71	36	2	4.0	3	2.0	3	3.0	3	2.0
